District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Karaikal,'15.3.4.a',Number of Male STI/RTI attendees tested for syphilis,TOTAL,326,326,0,0,326,414,410,4,5,409,412,412,0,8,404,301,298,3,12,289,300,298,2,7,293,244,244,0,1,243,234,231,3,11,223,388,385,3,9,379,309,308,1,8,301,281,280,1,8,273,308,307,1,4,304,265,258,7,10,255,3782,3757,25,83,3699
Karaikal,'15.3.4.b',Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2
Karaikal,'15.3.4.c',Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,294,264,30,30,264,246,225,21,21,225,394,268,126,126,268,388,265,123,123,265,284,246,38,42,242,387,261,126,126,261,238,212,26,27,211,134,113,21,21,113,267,241,26,26,241,255,236,19,19,236,297,267,30,30,267,237,203,34,34,203,3421,2801,620,625,2796
Karaikal,'15.3.4.d',Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
Karaikal,'15.4.1',Widal tests - Number Tested,TOTAL,139,103,36,40,99,161,120,41,51,110,174,148,26,45,129,183,169,14,32,151,287,241,46,62,225,339,295,44,62,277,976,880,96,139,837,1493,1399,94,208,1285,609,531,78,115,494,424,358,66,95,329,266,218,48,78,188,173,160,13,39,134,5224,4622,602,966,4258
Karaikal,'15.4.2',Widal tests - Number Positive,TOTAL,11,5,6,6,5,16,10,6,6,10,17,14,3,3,14,18,18,0,0,18,15,12,3,3,12,21,12,9,9,12,93,81,12,12,81,92,81,11,11,81,36,36,0,1,35,19,19,0,0,19,11,11,0,0,11,18,16,2,2,16,367,315,52,53,314
Karaikal,'16.1',Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,6,1,1,6
Karaikal,'16.2.1',Infant Deaths up to 4 weeks due to Sepsis,TOTAL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
Karaikal,'16.2.2',Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
Karaikal,'16.2.3',Infant Deaths up to 4 weeks due to Other causes,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2
Karaikal,'16.3.1',Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.3.2',Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.3.3',Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.3.4',Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.3.5',Number of Infant Deaths (1 -12 months) due to Others,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.4.1',Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Karaikal,'16.4.2',Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.4.3',Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.4.4',Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.4.5',Number of Child Deaths (1 -5 years) due to Others,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.5.1',Number of Maternal Deaths due to Bleeding,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.5.2',Number of Maternal Deaths due to High fever,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.5.3',Number of Maternal Deaths due to Abortion,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.5.4',Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.5.5',Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.5.6',Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.6',Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.7.1',Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.7.2',Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,4,4,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9
Karaikal,'16.7.3',Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,4,3,1,1,3,5,5,0,0,5,8,7,1,1,7,3,2,1,1,2,6,6,0,0,6,2,2,0,0,2,9,8,1,1,8,5,4,1,1,4,3,3,0,0,3,2,2,0,0,2,7,7,0,0,7,4,4,0,0,4,58,53,5,5,53
Karaikal,'16.7.4',Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Karaikal,'16.7.5',Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.7.6',Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,16,15,1,1,15,12,10,2,2,10,9,9,0,0,9,16,15,1,1,15,6,6,0,0,6,11,11,0,0,11,12,12,0,0,12,14,14,0,0,14,16,15,1,1,15,14,14,0,0,14,10,10,0,0,10,10,8,2,2,8,146,139,7,7,139
Karaikal,'16.7.7',Number of Adolscent / Adult deaths due to Cancer,TOTAL,4,4,0,1,3,1,1,0,0,1,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,3,3,0,0,3,16,14,2,3,13
Karaikal,'16.7.8',Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,3,3,0,0,3,1,0,1,1,0,2,2,0,0,2,2,2,0,0,2,4,4,0,0,4,8,8,0,0,8,0,0,0,0,0,2,2,0,0,2,6,6,0,0,6,2,2,0,0,2,2,2,0,0,2,1,1,0,0,1,33,32,1,1,32
Karaikal,'16.7.9',Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,4,4,0,1,3,3,3,0,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,5,5,0,0,5,1,1,0,0,1,2,2,0,0,2,3,3,0,0,3,4,4,0,0,4,1,1,0,0,1,27,27,0,2,25
Karaikal,'16.7.10',Number of Adolscent / Adult deaths due to Suicide,TOTAL,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,3,3,0,0,3,2,2,0,0,2,0,0,0,0,0,5,5,0,0,5,3,3,0,0,3,1,1,0,0,1,2,2,0,0,2,2,2,0,0,2,1,1,0,0,1,21,21,0,1,20
Karaikal,'16.7.11',Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
Karaikal,'16.7.12',Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,6,6,0,0,6,1,1,0,0,1,3,3,0,0,3,4,4,0,0,4,11,11,0,0,11,2,2,0,0,2,4,4,0,0,4,1,1,0,0,1,3,3,0,0,3,25,25,0,0,25,2,2,0,0,2,1,1,0,0,1,63,63,0,0,63
Karaikal,'16.7.13',Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,11,11,0,0,11,2,2,0,0,2,19,19,0,0,19,2,2,0,0,2,12,12,0,0,12,1,1,0,0,1,16,16,0,0,16,8,8,0,0,8,9,9,0,0,9,14,14,0,0,14,9,9,0,0,9,5,5,0,0,5,108,108,0,0,108
Karaikal,'16.7.14',Number of Adolscent / Adult deaths due to Causes not known,TOTAL,8,8,0,2,6,7,7,0,0,7,19,19,0,11,8,9,9,0,0,9,3,3,0,0,3,8,8,0,0,8,5,5,0,0,5,11,11,0,0,11,13,13,0,0,13,5,5,0,0,5,5,5,0,0,5,13,13,0,0,13,106,106,0,13,93
Karaikal,'16.8.1',Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.8.2',Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.8.3',Number of Deaths due to Kala Azar,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.8.4',Number of Deaths due to Dengue,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.8.5',Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'16.8.6',Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'15.5.1',Radiology - X-ray,TOTAL,1111,933,178,178,933,1254,909,345,345,909,1071,917,154,154,917,1540,1363,177,177,1363,1231,1024,207,207,1024,1177,936,241,241,936,1201,935,266,266,935,1082,966,116,116,966,1148,1033,115,115,1033,1228,1030,198,198,1030,1125,1011,114,114,1011,932,761,171,171,761,14100,11818,2282,2282,11818
Karaikal,'15.5.2',Radiology - Ultrasonography (USG),TOTAL,183,180,3,3,180,270,265,5,5,265,208,207,1,1,207,71,67,4,4,67,311,309,2,2,309,266,264,2,2,264,227,223,4,4,223,311,310,1,1,310,276,275,1,1,275,328,326,2,2,326,346,344,2,2,344,206,202,4,4,202,3003,2972,31,31,2972
Karaikal,'17.1',Vaccine - DPT,1. Balance From Previous Month,236,NA,NA,NA,NA,200,NA,NA,NA,NA,183,NA,NA,NA,NA,162,NA,NA,NA,NA,139,NA,NA,NA,NA,312,NA,NA,NA,NA,287,NA,NA,NA,NA,141,NA,NA,NA,NA,233,NA,NA,NA,NA,30,NA,NA,NA,NA,19,NA,NA,NA,NA,97,NA,NA,NA,NA,2039,NA,NA,NA,NA
Karaikal,17.1',Vaccine - DPT,2. Stocks Received,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,200,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,200,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,500,NA,NA,NA,NA
Karaikal,17.1',Vaccine - DPT,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Karaikal,17.1',Vaccine - DPT,4. Stock Distributed,36,NA,NA,NA,NA,17,NA,NA,NA,NA,21,NA,NA,NA,NA,23,NA,NA,NA,NA,27,NA,NA,NA,NA,25,NA,NA,NA,NA,146,NA,NA,NA,NA,108,NA,NA,NA,NA,203,NA,NA,NA,NA,11,NA,NA,NA,NA,22,NA,NA,NA,NA,25,NA,NA,NA,NA,664,NA,NA,NA,NA
Karaikal,17.1',Vaccine - DPT,5. Total Stock,200,NA,NA,NA,NA,183,NA,NA,NA,NA,162,NA,NA,NA,NA,139,NA,NA,NA,NA,312,NA,NA,NA,NA,287,NA,NA,NA,NA,141,NA,NA,NA,NA,233,NA,NA,NA,NA,30,NA,NA,NA,NA,19,NA,NA,NA,NA,97,NA,NA,NA,NA,72,NA,NA,NA,NA,1875,NA,NA,NA,NA
Karaikal,'17.2',Vaccine - Pentavalent,1. Balance From Previous Month,27,NA,NA,NA,NA,11,NA,NA,NA,NA,134,NA,NA,NA,NA,60,NA,NA,NA,NA,246,NA,NA,NA,NA,177,NA,NA,NA,NA,60,NA,NA,NA,NA,192,NA,NA,NA,NA,109,NA,NA,NA,NA,132,NA,NA,NA,NA,227,NA,NA,NA,NA,146,NA,NA,NA,NA,1521,NA,NA,NA,NA
Karaikal,17.2',Vaccine - Pentavalent,2. Stocks Received,60,NA,NA,NA,NA,170,NA,NA,NA,NA,0,NA,NA,NA,NA,250,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,200,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,150,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,930,NA,NA,NA,NA
Karaikal,17.2',Vaccine - Pentavalent,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Karaikal,17.2',Vaccine - Pentavalent,4. Stock Distributed,76,NA,NA,NA,NA,47,NA,NA,NA,NA,74,NA,NA,NA,NA,64,NA,NA,NA,NA,69,NA,NA,NA,NA,117,NA,NA,NA,NA,68,NA,NA,NA,NA,83,NA,NA,NA,NA,77,NA,NA,NA,NA,55,NA,NA,NA,NA,81,NA,NA,NA,NA,42,NA,NA,NA,NA,853,NA,NA,NA,NA
Karaikal,17.2',Vaccine - Pentavalent,5. Total Stock,11,NA,NA,NA,NA,134,NA,NA,NA,NA,60,NA,NA,NA,NA,246,NA,NA,NA,NA,177,NA,NA,NA,NA,60,NA,NA,NA,NA,192,NA,NA,NA,NA,109,NA,NA,NA,NA,132,NA,NA,NA,NA,227,NA,NA,NA,NA,146,NA,NA,NA,NA,104,NA,NA,NA,NA,1598,NA,NA,NA,NA
Karaikal,'17.3',Vaccine - OPV,1. Balance From Previous Month,96,NA,NA,NA,NA,79,NA,NA,NA,NA,141,NA,NA,NA,NA,100,NA,NA,NA,NA,229,NA,NA,NA,NA,153,NA,NA,NA,NA,86,NA,NA,NA,NA,139,NA,NA,NA,NA,125,NA,NA,NA,NA,36,NA,NA,NA,NA,122,NA,NA,NA,NA,76,NA,NA,NA,NA,1382,NA,NA,NA,NA
Karaikal,17.3',Vaccine - OPV,2. Stocks Received,0,NA,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,200,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,50,NA,NA,NA,NA,0,NA,NA,NA,NA,1100,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1550,NA,NA,NA,NA
Karaikal,17.3',Vaccine - OPV,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Karaikal,17.3',Vaccine - OPV,4. Stock Distributed,17,NA,NA,NA,NA,38,NA,NA,NA,NA,41,NA,NA,NA,NA,71,NA,NA,NA,NA,76,NA,NA,NA,NA,67,NA,NA,NA,NA,47,NA,NA,NA,NA,64,NA,NA,NA,NA,89,NA,NA,NA,NA,1014,NA,NA,NA,NA,46,NA,NA,NA,NA,4,NA,NA,NA,NA,1574,NA,NA,NA,NA
Karaikal,17.3',Vaccine - OPV,5. Total Stock,79,NA,NA,NA,NA,141,NA,NA,NA,NA,100,NA,NA,NA,NA,229,NA,NA,NA,NA,153,NA,NA,NA,NA,86,NA,NA,NA,NA,139,NA,NA,NA,NA,125,NA,NA,NA,NA,36,NA,NA,NA,NA,122,NA,NA,NA,NA,76,NA,NA,NA,NA,72,NA,NA,NA,NA,1358,NA,NA,NA,NA
Karaikal,'17.4',Vaccine - TT,1. Balance From Previous Month,31,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,31,NA,NA,NA,NA
Karaikal,17.4',Vaccine - TT,2. Stocks Received,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Karaikal,17.4',Vaccine - TT,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Karaikal,17.4',Vaccine - TT,4. Stock Distributed,31,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,31,NA,NA,NA,NA
Karaikal,17.4',Vaccine - TT,5. Total Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Karaikal,'17.5',Vaccine - DT,1. Balance From Previous Month,0,NA,NA,NA,NA,78,NA,NA,NA,NA,39,NA,NA,NA,NA,7,NA,NA,NA,NA,59,NA,NA,NA,NA,49,NA,NA,NA,NA,14,NA,NA,NA,NA,563,NA,NA,NA,NA,376,NA,NA,NA,NA,100,NA,NA,NA,NA,69,NA,NA,NA,NA,134,NA,NA,NA,NA,1488,NA,NA,NA,NA
Karaikal,17.5',Vaccine - DT,2. Stocks Received,100,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,50,NA,NA,NA,NA,0,NA,NA,NA,NA,800,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,1250,NA,NA,NA,NA
