District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Yanam,'14.8.4',Operation minor (No or local anaesthesia),TOTAL,69,69,0,0,69,62,62,0,0,62,37,37,0,0,37,78,78,0,0,78,60,60,0,0,60,67,67,0,0,67,46,46,0,0,46,53,53,0,0,53,49,49,0,0,49,101,101,0,0,101,178,178,0,0,178,127,127,0,0,127,927,927,0,0,927
Yanam,'14.8.5',Number of post operative Surgical Site infection,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Yanam,'14.8.6',Number of blood units issued,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0
Yanam,'14.8.7',Number of blood transfusions done,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,2,0,0,0,0,0,4,4,0,0,4
Yanam,'14.9.1',Inpatient Deaths - Male,TOTAL,2,2,0,0,2,5,5,0,0,5,3,3,0,0,3,5,5,0,0,5,6,6,0,0,6,5,5,0,0,5,3,3,0,0,3,6,6,0,0,6,2,2,0,0,2,7,7,0,0,7,2,2,0,0,2,2,2,0,0,2,48,48,0,0,48
Yanam,'14.9.2',Inpatient Deaths - Female,TOTAL,0,0,0,0,0,1,1,0,0,1,2,2,0,0,2,1,1,0,0,1,4,4,0,0,4,1,1,0,0,1,2,2,0,0,2,4,4,0,0,4,3,3,0,0,3,3,3,0,0,3,2,2,0,0,2,3,3,0,0,3,26,26,0,0,26
Yanam,'14.10',In-Patient Head Count at midnight,TOTAL,2326,2326,0,0,2326,2102,2102,0,0,2102,1377,1377,0,0,1377,1798,1798,0,0,1798,1792,1792,0,0,1792,1798,1798,0,0,1798,3236,3236,0,0,3236,2671,2671,0,0,2671,2505,2505,0,0,2505,1639,1639,0,0,1639,1783,1783,0,0,1783,1186,1186,0,0,1186,24213,24213,0,0,24213
Yanam,'14.11',Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.12.1',Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,0,0,0,0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,18,18,0,0,18,0,0,0,0,0,49,49,0,0,49
Yanam,'14.12.2',Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,0,0,0,0,0,0,0,0,0,0,17,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,12,12,0,0,12,0,0,0,0,0,41,41,0,0,41
Yanam,'14.12.3',Outborn – Male,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.12.4',Outborn - Female,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.12.5',Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.13',Number of deaths occurring at SNCU,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.14.1',Number of children admitted in NRC,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.14.2',Number of children discharged with target weight gain from the NRCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.15',Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'14.16',Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA
Yanam,'14.17',Stock out rate of essential Drugs,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Yanam,'14.18',Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Yanam,'14.19',Total number of blood units issued in year,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Yanam,'14.20',Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Yanam,'15.1',Number of Lab Tests done,TOTAL,7289,7219,70,70,7219,7479,7421,58,58,7421,7646,7498,148,148,7498,11275,10974,301,301,10974,9807,9639,168,168,9639,11386,11151,235,235,11151,9468,9322,146,146,9322,10533,10423,110,110,10423,10529,10499,30,30,10499,10371,10343,28,28,10343,9008,8988,20,20,8988,7679,7664,15,15,7664,112470,111141,1329,1329,111141
Yanam,'15.2.1',Number of Hb tests conducted,TOTAL,987,945,42,248,739,963,935,28,182,781,1136,1103,33,249,887,1269,1209,60,224,1045,994,930,64,224,770,1437,1387,50,180,1257,1096,1064,32,215,881,1203,1147,56,169,1034,998,968,30,159,839,1058,1038,20,267,791,961,943,18,280,681,751,741,10,180,571,12853,12410,443,2577,10276
Yanam,'15.2.2',"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,41,34,7,8,33,43,38,5,6,37,65,58,7,7,58,63,58,5,5,58,67,60,7,7,60,78,66,12,16,62,50,44,6,6,44,47,40,7,7,40,48,46,2,3,45,40,35,5,5,35,36,34,2,2,34,29,24,5,5,24,607,537,70,77,530
Yanam,'15.3.1.a',Male HIV - Number Tested,TOTAL,169,159,10,10,159,93,93,0,0,93,119,116,3,3,116,174,174,0,0,174,114,114,0,0,114,156,156,0,0,156,114,114,0,0,114,141,141,0,0,141,121,121,0,0,121,151,151,0,0,151,92,92,0,0,92,0,0,0,0,0,1444,1431,13,13,1431
Yanam,'15.3.1.b',Male HIV - Number Positive,TOTAL,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,2,0,0,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,9,0,0,9
Yanam,'15.3.2.a',Female Non ANC HIV - Number Tested,TOTAL,115,115,0,0,115,92,84,8,8,84,101,79,22,22,79,133,133,0,0,133,81,81,0,0,81,117,108,9,9,108,78,78,0,0,78,103,103,0,0,103,107,107,0,0,107,132,132,0,0,132,103,83,20,20,83,0,0,0,0,0,1162,1103,59,59,1103
Yanam,'15.3.2.b',Female Non ANC HIV - Number Positive,TOTAL,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4
Yanam,'15.3.3.a',Number of pregnant women screened for HIV,TOTAL,87,87,0,0,87,68,68,0,0,68,47,47,0,0,47,127,115,12,12,115,84,84,0,0,84,98,98,0,0,98,111,89,22,22,89,131,103,28,28,103,137,107,30,30,107,131,106,25,25,106,66,66,0,0,66,10,0,10,10,0,1097,970,127,127,970
Yanam,'15.3.3.b',"Out of the above, number screened positive",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'15.3.3.c',"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'15.3.4.a',Number of Male STI/RTI attendees tested for syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,23,23,0,0,23,2,2,0,0,2,4,4,0,0,4,2,2,0,0,2,4,4,0,0,4,7,7,0,0,7,5,5,0,0,5,0,0,0,0,0,57,57,0,0,57
Yanam,'15.3.4.b',Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'15.3.4.c',Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,20,20,0,0,20,35,35,0,0,35,25,25,0,0,25,37,37,0,0,37,57,57,0,0,57,56,56,0,0,56,56,56,0,0,56,104,104,0,0,104,139,139,0,0,139,152,127,25,25,127,36,36,0,0,36,82,82,0,0,82,799,774,25,25,774
Yanam,'15.3.4.d',Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'15.4.1',Widal tests - Number Tested,TOTAL,127,105,22,22,105,124,112,12,12,112,145,127,18,18,127,211,115,96,96,115,231,171,60,60,171,465,335,130,130,335,421,358,63,63,358,397,335,62,62,335,163,161,2,2,161,101,98,3,3,98,103,103,0,0,103,80,70,10,10,70,2568,2090,478,478,2090
Yanam,'15.4.2',Widal tests - Number Positive,TOTAL,14,9,5,5,9,8,5,3,3,5,21,13,8,8,13,45,7,38,38,7,52,24,28,28,24,88,68,20,20,68,122,102,20,20,102,65,45,20,20,45,24,24,0,0,24,22,22,0,0,22,24,24,0,0,24,6,6,0,0,6,491,349,142,142,349
Yanam,'16.1',Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.2.1',Infant Deaths up to 4 weeks due to Sepsis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.2.2',Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.2.3',Infant Deaths up to 4 weeks due to Other causes,TOTAL,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0
Yanam,'16.3.1',Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.3.2',Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.3.3',Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.3.4',Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.3.5',Number of Infant Deaths (1 -12 months) due to Others,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
Yanam,'16.4.1',Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.4.2',Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.4.3',Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.4.4',Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.4.5',Number of Child Deaths (1 -5 years) due to Others,TOTAL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Yanam,'16.5.1',Number of Maternal Deaths due to Bleeding,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.5.2',Number of Maternal Deaths due to High fever,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.5.3',Number of Maternal Deaths due to Abortion,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.5.4',Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.5.5',Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.5.6',Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.6',Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.7.1',Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.7.2',Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.7.3',Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,2,6
Yanam,'16.7.4',Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.7.5',Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Yanam,'16.7.6',Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,7,7,0,1,6,5,5,0,0,5,6,6,0,1,5,9,9,0,4,5,10,10,0,2,8,5,5,0,1,4,6,6,0,1,5,6,6,0,1,5,4,4,0,2,2,7,7,0,2,5,4,4,0,0,4,4,4,0,0,4,73,73,0,15,58
Yanam,'16.7.7',Number of Adolscent / Adult deaths due to Cancer,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,5,5,0,4,1
Yanam,'16.7.8',Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,4,4,0,1,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,3,7
Yanam,'16.7.9',Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,5,0,4,1
Yanam,'16.7.10',Number of Adolscent / Adult deaths due to Suicide,TOTAL,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,1,0,1,0,1,1,0,0,1,2,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,1
Yanam,'16.7.11',Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.7.12',Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Yanam,'16.7.13',Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,1,1,1,1,0,1,0,4,4,0,1,3,0,0,0,0,0,4,4,0,1,3,0,0,0,0,0,1,1,0,0,1,14,14,0,4,10
Yanam,'16.7.14',Number of Adolscent / Adult deaths due to Causes not known,TOTAL,2,2,0,2,0,2,2,0,2,0,6,6,0,6,0,3,3,0,3,0,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,4,4,0,4,0,1,1,0,1,0,11,11,0,11,0,5,5,0,5,0,6,6,0,6,0,52,52,0,52,0
Yanam,'16.8.1',Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.8.2',Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanam,'16.8.3',Number of Deaths due to Kala Azar,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
